liquidacion_det_id,liquidacion_id,concept_code,quantity,amount,remunerative_flag,employer_flag
LIQD_000098,LIQ_000033,DESCUENTOS,1,-218.6,False,False
LIQD_000099,LIQ_000033,CARGAS_SOCIALES,1,308.62,False,True
LIQD_000100,LIQ_000034,BASICO,1,1217.34,True,False
LIQD_000101,LIQ_000034,DESCUENTOS,1,-206.95,False,False
LIQD_000102,LIQ_000034,CARGAS_SOCIALES,1,292.16,False,True
LIQD_000103,LIQ_000035,BASICO,1,1190.59,True,False
LIQD_000104,LIQ_000035,DESCUENTOS,1,-202.4,False,False
LIQD_000105,LIQ_000035,CARGAS_SOCIALES,1,285.74,False,True
LIQD_000106,LIQ_000036,BASICO,1,1287.79,True,False
LIQD_000107,LIQ_000036,DESCUENTOS,1,-218.92,False,False
LIQD_000108,LIQ_000036,CARGAS_SOCIALES,1,309.07,False,True
LIQD_000109,LIQ_000037,BASICO,1,1248.01,True,False
LIQD_000110,LIQ_000037,DESCUENTOS,1,-212.16,False,False
LIQD_000111,LIQ_000037,CARGAS_SOCIALES,1,299.52,False,True
LIQD_000112,LIQ_000038,BASICO,1,1487.29,True,False
LIQD_000113,LIQ_000038,DESCUENTOS,1,-252.84,False,False
LIQD_000114,LIQ_000038,CARGAS_SOCIALES,1,356.95,False,True
LIQD_000115,LIQ_000039,BASICO,1,1235.53,True,False
LIQD_000116,LIQ_000039,DESCUENTOS,1,-210.04,False,False
LIQD_000117,LIQ_000039,CARGAS_SOCIALES,1,296.53,False,True
LIQD_000118,LIQ_000040,BASICO,1,1377.82,True,False
LIQD_000119,LIQ_000040,DESCUENTOS,1,-234.23,False,False
LIQD_000120,LIQ_000040,CARGAS_SOCIALES,1,330.68,False,True
LIQD_000121,LIQ_000041,BASICO,1,1258.43,True,False
LIQD_000122,LIQ_000041,DESCUENTOS,1,-213.93,False,False
LIQD_000123,LIQ_000041,CARGAS_SOCIALES,1,302.02,False,True
LIQD_000124,LIQ_000042,BASICO,1,1179.22,True,False
LIQD_000125,LIQ_000042,DESCUENTOS,1,-200.47,False,False
LIQD_000126,LIQ_000042,CARGAS_SOCIALES,1,283.01,False,True
LIQD_000127,LIQ_000043,BASICO,1,1183.8,True,False
LIQD_000128,LIQ_000043,DESCUENTOS,1,-201.25,False,False
LIQD_000129,LIQ_000043,CARGAS_SOCIALES,1,284.11,False,True
LIQD_000130,LIQ_000044,BASICO,1,1214.46,True,False
LIQD_000131,LIQ_000044,DESCUENTOS,1,-206.46,False,False
LIQD_000132,LIQ_000044,CARGAS_SOCIALES,1,291.47,False,True
LIQD_000133,LIQ_000045,BASICO,1,1373.65,True,False
LIQD_000134,LIQ_000045,DESCUENTOS,1,-233.52,False,False
LIQD_000135,LIQ_000045,CARGAS_SOCIALES,1,329.68,False,True
LIQD_000136,LIQ_000046,BASICO,1,1280.9,True,False
LIQD_000137,LIQ_000046,DESCUENTOS,1,-217.75,False,False
LIQD_000138,LIQ_000046,CARGAS_SOCIALES,1,307.42,False,True
LIQD_000139,LIQ_000047,BASICO,1,1427.41,True,False
LIQD_000140,LIQ_000047,DESCUENTOS,1,-242.66,False,False
LIQD_000141,LIQ_000047,CARGAS_SOCIALES,1,342.58,False,True
LIQD_000142,LIQ_000048,BASICO,1,1415.8,True,False
LIQD_000143,LIQ_000048,DESCUENTOS,1,-240.69,False,False
LIQD_000144,LIQ_000048,CARGAS_SOCIALES,1,339.79,False,True
LIQD_000145,LIQ_000049,BASICO,1,1284.4,True,False
LIQD_000146,LIQ_000049,DESCUENTOS,1,-218.35,False,False
LIQD_000147,LIQ_000049,CARGAS_SOCIALES,1,308.26,False,True
LIQD_000148,LIQ_000050,BASICO,1,1455.95,True,False
LIQD_000149,LIQ_000050,DESCUENTOS,1,-247.51,False,False
LIQD_000150,LIQ_000050,CARGAS_SOCIALES,1,349.43,False,True
LIQD_000151,LIQ_000051,BASICO,1,1483.86,True,False
LIQD_000152,LIQ_000051,DESCUENTOS,1,-252.26,False,False
LIQD_000153,LIQ_000051,CARGAS_SOCIALES,1,356.13,False,True
LIQD_000154,LIQ_000052,BASICO,1,1221.19,True,False
LIQD_000155,LIQ_000052,DESCUENTOS,1,-207.6,False,False
LIQD_000156,LIQ_000052,CARGAS_SOCIALES,1,293.09,False,True
LIQD_000157,LIQ_000053,BASICO,1,1490.66,True,False
LIQD_000158,LIQ_000053,DESCUENTOS,1,-253.41,False,False
LIQD_000159,LIQ_000053,CARGAS_SOCIALES,1,357.76,False,True
LIQD_000160,LIQ_000054,BASICO,1,1254.28,True,False
LIQD_000161,LIQ_000054,DESCUENTOS,1,-213.23,False,False
LIQD_000162,LIQ_000054,CARGAS_SOCIALES,1,301.03,False,True
LIQD_000163,LIQ_000055,BASICO,1,1836.48,True,False
LIQD_000164,LIQ_000055,DESCUENTOS,1,-312.2,False,False
LIQD_000165,LIQ_000055,CARGAS_SOCIALES,1,440.76,False,True
LIQD_000166,LIQ_000056,BASICO,1,1211.58,True,False
LIQD_000167,LIQ_000056,DESCUENTOS,1,-205.97,False,False
LIQD_000168,LIQ_000056,CARGAS_SOCIALES,1,290.78,False,True
LIQD_000169,LIQ_000057,BASICO,1,1246.94,True,False
LIQD_000170,LIQ_000057,DESCUENTOS,1,-211.98,False,False
LIQD_000171,LIQ_000057,CARGAS_SOCIALES,1,299.27,False,True
LIQD_000172,LIQ_000058,BASICO,1,1213.31,True,False
LIQD_000173,LIQ_000058,DESCUENTOS,1,-206.26,False,False
LIQD_000174,LIQ_000058,CARGAS_SOCIALES,1,291.19,False,True
LIQD_000175,LIQ_000059,BASICO,1,1179.63,True,False
LIQD_000176,LIQ_000059,DESCUENTOS,1,-200.54,False,False
LIQD_000177,LIQ_000059,CARGAS_SOCIALES,1,283.11,False,True
LIQD_000178,LIQ_000060,BASICO,1,1285.45,True,False
LIQD_000179,LIQ_000060,DESCUENTOS,1,-218.53,False,False
LIQD_000180,LIQ_000060,CARGAS_SOCIALES,1,308.51,False,True
LIQD_000181,LIQ_000061,BASICO,1,1231.51,True,False
LIQD_000182,LIQ_000061,DESCUENTOS,1,-209.36,False,False
LIQD_000183,LIQ_000061,CARGAS_SOCIALES,1,295.56,False,True
LIQD_000184,LIQ_000062,BASICO,1,1424.86,True,False
LIQD_000185,LIQ_000062,DESCUENTOS,1,-242.23,False,False
LIQD_000186,LIQ_000062,CARGAS_SOCIALES,1,341.97,False,True
LIQD_000187,LIQ_000063,BASICO,1,1299.83,True,False
LIQD_000188,LIQ_000063,DESCUENTOS,1,-220.97,False,False
LIQD_000189,LIQ_000063,CARGAS_SOCIALES,1,311.96,False,True
LIQD_000190,LIQ_000064,BASICO,1,1424.39,True,False
LIQD_000191,LIQ_000064,DESCUENTOS,1,-242.15,False,False
LIQD_000192,LIQ_000064,CARGAS_SOCIALES,1,341.85,False,True
LIQD_000193,LIQ_000065,BASICO,1,1291.21,True,False
LIQD_000194,LIQ_000065,DESCUENTOS,1,-219.51,False,False
LIQD_000195,LIQ_000065,CARGAS_SOCIALES,1,309.89,False,True
LIQD_000196,LIQ_000066,BASICO,1,1223.75,True,False
LIQD_000197,LIQ_000066,DESCUENTOS,1,-208.04,False,False
LIQD_000198,LIQ_000066,CARGAS_SOCIALES,1,293.7,False,True
LIQD_000199,LIQ_000067,BASICO,1,1187.43,True,False
LIQD_000200,LIQ_000067,DESCUENTOS,1,-201.86,False,False
LIQD_000201,LIQ_000067,CARGAS_SOCIALES,1,284.98,False,True
LIQD_000202,LIQ_000068,BASICO,1,1176.71,True,False
LIQD_000203,LIQ_000068,DESCUENTOS,1,-200.04,False,False
LIQD_000204,LIQ_000068,CARGAS_SOCIALES,1,282.41,False,True
LIQD_000205,LIQ_000069,BASICO,1,1363.17,True,False
LIQD_000206,LIQ_000069,DESCUENTOS,1,-231.74,False,False
LIQD_000207,LIQ_000069,CARGAS_SOCIALES,1,327.16,False,True
LIQD_000208,LIQ_000070,BASICO,1,1262.59,True,False
LIQD_000209,LIQ_000070,DESCUENTOS,1,-214.64,False,False
LIQD_000210,LIQ_000070,CARGAS_SOCIALES,1,303.02,False,True
LIQD_000211,LIQ_000071,BASICO,1,1440.14,True,False
LIQD_000212,LIQ_000071,DESCUENTOS,1,-244.82,False,False
LIQD_000213,LIQ_000071,CARGAS_SOCIALES,1,345.63,False,True
LIQD_000214,LIQ_000072,BASICO,1,1429.86,True,False
LIQD_000215,LIQ_000072,DESCUENTOS,1,-243.08,False,False
LIQD_000216,LIQ_000072,CARGAS_SOCIALES,1,343.17,False,True
LIQD_000217,LIQ_000073,BASICO,1,1225.3,True,False
LIQD_000218,LIQ_000073,DESCUENTOS,1,-208.3,False,False
LIQD_000219,LIQ_000073,CARGAS_SOCIALES,1,294.07,False,True
LIQD_000220,LIQ_000074,BASICO,1,1433.46,True,False
LIQD_000221,LIQ_000074,DESCUENTOS,1,-243.69,False,False
LIQD_000222,LIQ_000074,CARGAS_SOCIALES,1,344.03,False,True
LIQD_000223,LIQ_000075,BASICO,1,1442.44,True,False
LIQD_000224,LIQ_000075,DESCUENTOS,1,-245.21,False,False
LIQD_000225,LIQ_000075,CARGAS_SOCIALES,1,346.19,False,True
LIQD_000226,LIQ_000076,BASICO,1,1170.49,True,False
LIQD_000227,LIQ_000076,DESCUENTOS,1,-198.98,False,False
LIQD_000228,LIQ_000076,CARGAS_SOCIALES,1,280.92,False,True
LIQD_000229,LIQ_000077,BASICO,1,1440.64,True,False
LIQD_000230,LIQ_000077,DESCUENTOS,1,-244.91,False,False
LIQD_000231,LIQ_000077,CARGAS_SOCIALES,1,345.75,False,True
LIQD_000232,LIQ_000078,BASICO,1,1274.2,True,False
LIQD_000233,LIQ_000078,DESCUENTOS,1,-216.61,False,False
LIQD_000234,LIQ_000078,CARGAS_SOCIALES,1,305.81,False,True
LIQD_000235,LIQ_000079,BASICO,1,1819.36,True,False
LIQD_000236,LIQ_000079,DESCUENTOS,1,-309.29,False,False
LIQD_000237,LIQ_000079,CARGAS_SOCIALES,1,436.65,False,True
LIQD_000238,LIQ_000080,BASICO,1,1199.94,True,False
LIQD_000239,LIQ_000080,DESCUENTOS,1,-203.99,False,False
LIQD_000240,LIQ_000080,CARGAS_SOCIALES,1,287.99,False,True
LIQD_000241,LIQ_000081,BASICO,1,1291.77,True,False
LIQD_000242,LIQ_000081,DESCUENTOS,1,-219.6,False,False
LIQD_000243,LIQ_000081,CARGAS_SOCIALES,1,310.02,False,True
LIQD_000244,LIQ_000082,BASICO,1,1199.06,True,False
LIQD_000245,LIQ_000082,DESCUENTOS,1,-203.84,False,False
LIQD_000246,LIQ_000082,CARGAS_SOCIALES,1,287.77,False,True
LIQD_000247,LIQ_000083,BASICO,1,1205.57,True,False
LIQD_000248,LIQ_000083,DESCUENTOS,1,-204.95,False,False
LIQD_000249,LIQ_000083,CARGAS_SOCIALES,1,289.34,False,True
LIQD_000250,LIQ_000084,BASICO,1,1252.41,True,False
LIQD_000251,LIQ_000084,DESCUENTOS,1,-212.91,False,False
LIQD_000252,LIQ_000084,CARGAS_SOCIALES,1,300.58,False,True
LIQD_000253,LIQ_000085,BASICO,1,1236.98,True,False
LIQD_000254,LIQ_000085,DESCUENTOS,1,-210.29,False,False
LIQD_000255,LIQ_000085,CARGAS_SOCIALES,1,296.88,False,True
LIQD_000256,LIQ_000086,BASICO,1,1448.89,True,False
LIQD_000257,LIQ_000086,DESCUENTOS,1,-246.31,False,False
LIQD_000258,LIQ_000086,CARGAS_SOCIALES,1,347.73,False,True
LIQD_000259,LIQ_000087,BASICO,1,1297.32,True,False
LIQD_000260,LIQ_000087,DESCUENTOS,1,-220.54,False,False
LIQD_000261,LIQ_000087,CARGAS_SOCIALES,1,311.36,False,True
LIQD_000262,LIQ_000088,BASICO,1,1403.89,True,False
LIQD_000263,LIQ_000088,DESCUENTOS,1,-238.66,False,False
LIQD_000264,LIQ_000088,CARGAS_SOCIALES,1,336.93,False,True
LIQD_000265,LIQ_000089,BASICO,1,1245.81,True,False
LIQD_000266,LIQ_000089,DESCUENTOS,1,-211.79,False,False
LIQD_000267,LIQ_000089,CARGAS_SOCIALES,1,298.99,False,True
LIQD_000268,LIQ_000090,BASICO,1,1188.32,True,False
LIQD_000269,LIQ_000090,DESCUENTOS,1,-202.01,False,False
LIQD_000270,LIQ_000090,CARGAS_SOCIALES,1,285.2,False,True
LIQD_000271,LIQ_000091,BASICO,1,1215.55,True,False
LIQD_000272,LIQ_000091,DESCUENTOS,1,-206.64,False,False
LIQD_000273,LIQ_000091,CARGAS_SOCIALES,1,291.73,False,True
LIQD_000274,LIQ_000092,BASICO,1,1203.73,True,False
LIQD_000275,LIQ_000092,DESCUENTOS,1,-204.63,False,False
LIQD_000276,LIQ_000092,CARGAS_SOCIALES,1,288.9,False,True
LIQD_000277,LIQ_000093,BASICO,1,1398.82,True,False
LIQD_000278,LIQ_000093,DESCUENTOS,1,-237.8,False,False
LIQD_000279,LIQ_000093,CARGAS_SOCIALES,1,335.72,False,True
LIQD_000280,LIQ_000094,BASICO,1,1291.39,True,False
LIQD_000281,LIQ_000094,DESCUENTOS,1,-219.54,False,False
LIQD_000282,LIQ_000094,CARGAS_SOCIALES,1,309.93,False,True
LIQD_000283,LIQ_000095,BASICO,1,1479.5,True,False
LIQD_000284,LIQ_000095,DESCUENTOS,1,-251.52,False,False
LIQD_000285,LIQ_000095,CARGAS_SOCIALES,1,355.08,False,True
LIQD_000286,LIQ_000096,BASICO,1,1405.62,True,False
LIQD_000287,LIQ_000096,DESCUENTOS,1,-238.96,False,False
LIQD_000288,LIQ_000096,CARGAS_SOCIALES,1,337.35,False,True
LIQD_000289,LIQ_000097,BASICO,1,1239.23,True,False
LIQD_000290,LIQ_000097,DESCUENTOS,1,-229.61,False,False
LIQD_000291,LIQ_000097,CARGAS_SOCIALES,1,324.15,False,True
LIQD_000292,LIQ_000097,HORAS_EXTRA,1,111.4,True,False
LIQD_000293,LIQ_000098,BASICO,1,1473.1,True,False
LIQD_000294,LIQ_000098,DESCUENTOS,1,-250.43,False,False
LIQD_000295,LIQ_000098,CARGAS_SOCIALES,1,353.54,False,True
LIQD_000296,LIQ_000099,BASICO,1,1457.16,True,False
LIQD_000297,LIQ_000099,DESCUENTOS,1,-247.72,False,False
LIQD_000298,LIQ_000099,CARGAS_SOCIALES,1,349.72,False,True
LIQD_000299,LIQ_000100,BASICO,1,1198.1,True,False
LIQD_000300,LIQ_000100,DESCUENTOS,1,-203.68,False,False
LIQD_000301,LIQ_000100,CARGAS_SOCIALES,1,287.54,False,True
LIQD_000302,LIQ_000101,BASICO,1,1426.38,True,False
LIQD_000303,LIQ_000101,DESCUENTOS,1,-242.48,False,False
LIQD_000304,LIQ_000101,CARGAS_SOCIALES,1,342.33,False,True
LIQD_000305,LIQ_000102,BASICO,1,1286.66,True,False
LIQD_000306,LIQ_000102,DESCUENTOS,1,-230.34,False,False
LIQD_000307,LIQ_000102,CARGAS_SOCIALES,1,325.19,False,True
LIQD_000308,LIQ_000102,HORAS_EXTRA,1,68.31,True,False
LIQD_000309,LIQ_000103,BASICO,1,1871.46,True,False
LIQD_000310,LIQ_000103,DESCUENTOS,1,-343.57,False,False
LIQD_000311,LIQ_000103,CARGAS_SOCIALES,1,485.04,False,True
LIQD_000312,LIQ_000103,HORAS_EXTRA,1,149.52,True,False
LIQD_000313,LIQ_000104,BASICO,1,1158.54,True,False
LIQD_000314,LIQ_000104,DESCUENTOS,1,-196.95,False,False
LIQD_000315,LIQ_000104,CARGAS_SOCIALES,1,278.05,False,True
LIQD_000316,LIQ_000105,BASICO,1,1286.19,True,False
LIQD_000317,LIQ_000105,DESCUENTOS,1,-243.18,False,False
LIQD_000318,LIQ_000105,CARGAS_SOCIALES,1,343.31,False,True
LIQD_000319,LIQ_000105,HORAS_EXTRA,1,144.26,True,False
LIQD_000320,LIQ_000106,BASICO,1,1160.07,True,False
LIQD_000321,LIQ_000106,DESCUENTOS,1,-197.21,False,False
LIQD_000322,LIQ_000106,CARGAS_SOCIALES,1,278.42,False,True
LIQD_000323,LIQ_000107,BASICO,1,1209.92,True,False
LIQD_000324,LIQ_000107,DESCUENTOS,1,-205.69,False,False
LIQD_000325,LIQ_000107,CARGAS_SOCIALES,1,290.38,False,True
LIQD_000326,LIQ_000108,BASICO,1,1251.25,True,False
LIQD_000327,LIQ_000108,DESCUENTOS,1,-229.48,False,False
LIQD_000328,LIQ_000108,CARGAS_SOCIALES,1,323.98,False,True
LIQD_000329,LIQ_000108,HORAS_EXTRA,1,98.65,True,False
LIQD_000330,LIQ_000109,BASICO,1,1289.44,True,False
LIQD_000331,LIQ_000109,DESCUENTOS,1,-241.39,False,False
LIQD_000332,LIQ_000109,CARGAS_SOCIALES,1,340.79,False,True
LIQD_000333,LIQ_000109,HORAS_EXTRA,1,130.53,True,False
LIQD_000334,LIQ_000110,BASICO,1,1439.29,True,False
LIQD_000335,LIQ_000110,DESCUENTOS,1,-244.68,False,False
LIQD_000336,LIQ_000110,CARGAS_SOCIALES,1,345.43,False,True
LIQD_000337,LIQ_000111,BASICO,1,1248.19,True,False
LIQD_000338,LIQ_000111,DESCUENTOS,1,-237.98,False,False
LIQD_000339,LIQ_000111,CARGAS_SOCIALES,1,335.97,False,True
LIQD_000340,LIQ_000111,HORAS_EXTRA,1,151.68,True,False
LIQD_000341,LIQ_000112,BASICO,1,1359.27,True,False
LIQD_000342,LIQ_000112,DESCUENTOS,1,-245.69,False,False
LIQD_000343,LIQ_000112,CARGAS_SOCIALES,1,346.86,False,True
LIQD_000344,LIQ_000112,HORAS_EXTRA,1,85.99,True,False
LIQD_000345,LIQ_000113,BASICO,1,1256.28,True,False
LIQD_000346,LIQ_000113,DESCUENTOS,1,-241.72,False,False
LIQD_000347,LIQ_000113,CARGAS_SOCIALES,1,341.25,False,True
LIQD_000348,LIQ_000113,HORAS_EXTRA,1,165.61,True,False
LIQD_000349,LIQ_000114,BASICO,1,1171.46,True,False
LIQD_000350,LIQ_000114,DESCUENTOS,1,-199.15,False,False
LIQD_000351,LIQ_000114,CARGAS_SOCIALES,1,281.15,False,True
LIQD_000352,LIQ_000115,BASICO,1,1220.71,True,False
LIQD_000353,LIQ_000115,DESCUENTOS,1,-207.52,False,False
LIQD_000354,LIQ_000115,CARGAS_SOCIALES,1,292.97,False,True
LIQD_000355,LIQ_000116,BASICO,1,1219.41,True,False
LIQD_000356,LIQ_000116,DESCUENTOS,1,-207.3,False,False
LIQD_000357,LIQ_000116,CARGAS_SOCIALES,1,292.66,False,True
LIQD_000358,LIQ_000117,BASICO,1,1408.66,True,False
LIQD_000359,LIQ_000117,DESCUENTOS,1,-274.61,False,False
LIQD_000360,LIQ_000117,CARGAS_SOCIALES,1,387.68,False,True
LIQD_000361,LIQ_000117,HORAS_EXTRA,1,206.67,True,False
LIQD_000362,LIQ_000118,BASICO,1,1256.49,True,False
LIQD_000363,LIQ_000118,DESCUENTOS,1,-232.88,False,False
LIQD_000364,LIQ_000118,CARGAS_SOCIALES,1,328.77,False,True
LIQD_000365,LIQ_000118,HORAS_EXTRA,1,113.4,True,False
LIQD_000366,LIQ_000119,BASICO,1,1454.06,True,False
LIQD_000367,LIQ_000119,DESCUENTOS,1,-247.19,False,False
LIQD_000368,LIQ_000119,CARGAS_SOCIALES,1,348.97,False,True
LIQD_000369,LIQ_000120,BASICO,1,1400.08,True,False
LIQD_000370,LIQ_000120,DESCUENTOS,1,-253.71,False,False
LIQD_000371,LIQ_000120,CARGAS_SOCIALES,1,358.18,False,True
LIQD_000372,LIQ_000120,HORAS_EXTRA,1,92.34,True,False
LIQD_000373,LIQ_000121,BASICO,1,1270.81,True,False
LIQD_000374,LIQ_000121,DESCUENTOS,1,-249.02,False,False
LIQD_000375,LIQ_000121,CARGAS_SOCIALES,1,351.55,False,True
LIQD_000376,LIQ_000121,HORAS_EXTRA,1,194.0,True,False
LIQD_000377,LIQ_000122,BASICO,1,1489.79,True,False
LIQD_000378,LIQ_000122,DESCUENTOS,1,-253.26,False,False
LIQD_000379,LIQ_000122,CARGAS_SOCIALES,1,357.55,False,True
LIQD_000380,LIQ_000123,BASICO,1,1497.41,True,False
LIQD_000381,LIQ_000123,DESCUENTOS,1,-254.56,False,False
LIQD_000382,LIQ_000123,CARGAS_SOCIALES,1,359.38,False,True
LIQD_000383,LIQ_000124,BASICO,1,1179.2,True,False
LIQD_000384,LIQ_000124,DESCUENTOS,1,-200.46,False,False
LIQD_000385,LIQ_000124,CARGAS_SOCIALES,1,283.01,False,True
LIQD_000386,LIQ_000125,BASICO,1,1470.72,True,False
LIQD_000387,LIQ_000125,DESCUENTOS,1,-250.02,False,False
LIQD_000388,LIQ_000125,CARGAS_SOCIALES,1,352.97,False,True
LIQD_000389,LIQ_000126,BASICO,1,1245.86,True,False
