asiento_det_id,asiento_id,cuenta_contable_id,centro_costo_id,debit_amount,credit_amount,memo
ASD_0000094,ASI_000032,CTA_0004,,19261.55,0.0,Inventario de insumos
ASD_0000095,ASI_000032,CTA_0003,,4044.93,0.0,IVA credito fiscal
ASD_0000096,ASI_000032,CTA_0006,,0.0,23306.48,Cuenta por pagar proveedor
ASD_0000097,ASI_000033,CTA_0004,,8763.86,0.0,Inventario de insumos
ASD_0000098,ASI_000033,CTA_0003,,1840.41,0.0,IVA credito fiscal
ASD_0000099,ASI_000033,CTA_0006,,0.0,10604.27,Cuenta por pagar proveedor
ASD_0000100,ASI_000034,CTA_0004,,3772.09,0.0,Inventario de insumos
ASD_0000101,ASI_000034,CTA_0003,,792.14,0.0,IVA credito fiscal
ASD_0000102,ASI_000034,CTA_0006,,0.0,4564.23,Cuenta por pagar proveedor
ASD_0000103,ASI_000035,CTA_0004,,1020.18,0.0,Inventario de insumos
ASD_0000104,ASI_000035,CTA_0003,,214.24,0.0,IVA credito fiscal
ASD_0000105,ASI_000035,CTA_0006,,0.0,1234.42,Cuenta por pagar proveedor
ASD_0000106,ASI_000036,CTA_0004,,6110.1,0.0,Inventario de insumos
ASD_0000107,ASI_000036,CTA_0003,,1283.12,0.0,IVA credito fiscal
ASD_0000108,ASI_000036,CTA_0006,,0.0,7393.22,Cuenta por pagar proveedor
ASD_0000109,ASI_000037,CTA_0004,,12716.62,0.0,Inventario de insumos
ASD_0000110,ASI_000037,CTA_0003,,2670.49,0.0,IVA credito fiscal
ASD_0000111,ASI_000037,CTA_0006,,0.0,15387.11,Cuenta por pagar proveedor
ASD_0000112,ASI_000038,CTA_0004,,5940.01,0.0,Inventario de insumos
ASD_0000113,ASI_000038,CTA_0003,,1247.4,0.0,IVA credito fiscal
ASD_0000114,ASI_000038,CTA_0006,,0.0,7187.41,Cuenta por pagar proveedor
ASD_0000115,ASI_000039,CTA_0004,,2345.73,0.0,Inventario de insumos
ASD_0000116,ASI_000039,CTA_0003,,492.6,0.0,IVA credito fiscal
ASD_0000117,ASI_000039,CTA_0006,,0.0,2838.33,Cuenta por pagar proveedor
ASD_0000118,ASI_000040,CTA_0004,,778.5,0.0,Inventario de insumos
ASD_0000119,ASI_000040,CTA_0003,,163.48,0.0,IVA credito fiscal
ASD_0000120,ASI_000040,CTA_0006,,0.0,941.98,Cuenta por pagar proveedor
ASD_0000121,ASI_000041,CTA_0004,,3481.46,0.0,Inventario de insumos
ASD_0000122,ASI_000041,CTA_0003,,731.11,0.0,IVA credito fiscal
ASD_0000123,ASI_000041,CTA_0006,,0.0,4212.57,Cuenta por pagar proveedor
ASD_0000124,ASI_000042,CTA_0004,,19208.1,0.0,Inventario de insumos
ASD_0000125,ASI_000042,CTA_0003,,4033.7,0.0,IVA credito fiscal
ASD_0000126,ASI_000042,CTA_0006,,0.0,23241.8,Cuenta por pagar proveedor
ASD_0000127,ASI_000043,CTA_0004,,20204.53,0.0,Inventario de insumos
ASD_0000128,ASI_000043,CTA_0003,,4242.95,0.0,IVA credito fiscal
ASD_0000129,ASI_000043,CTA_0006,,0.0,24447.48,Cuenta por pagar proveedor
ASD_0000130,ASI_000044,CTA_0004,,10505.6,0.0,Inventario de insumos
ASD_0000131,ASI_000044,CTA_0003,,2206.18,0.0,IVA credito fiscal
ASD_0000132,ASI_000044,CTA_0006,,0.0,12711.78,Cuenta por pagar proveedor
ASD_0000133,ASI_000045,CTA_0004,,2501.78,0.0,Inventario de insumos
ASD_0000134,ASI_000045,CTA_0003,,525.37,0.0,IVA credito fiscal
ASD_0000135,ASI_000045,CTA_0006,,0.0,3027.15,Cuenta por pagar proveedor
ASD_0000136,ASI_000046,CTA_0004,,1174.56,0.0,Inventario de insumos
ASD_0000137,ASI_000046,CTA_0003,,246.66,0.0,IVA credito fiscal
ASD_0000138,ASI_000046,CTA_0006,,0.0,1421.22,Cuenta por pagar proveedor
ASD_0000139,ASI_000047,CTA_0004,,4332.47,0.0,Inventario de insumos
ASD_0000140,ASI_000047,CTA_0003,,909.82,0.0,IVA credito fiscal
ASD_0000141,ASI_000047,CTA_0006,,0.0,5242.29,Cuenta por pagar proveedor
ASD_0000142,ASI_000048,CTA_0004,,12957.51,0.0,Inventario de insumos
ASD_0000143,ASI_000048,CTA_0003,,2721.08,0.0,IVA credito fiscal
ASD_0000144,ASI_000048,CTA_0006,,0.0,15678.59,Cuenta por pagar proveedor
ASD_0000145,ASI_000049,CTA_0004,,5063.65,0.0,Inventario de insumos
ASD_0000146,ASI_000049,CTA_0003,,1063.37,0.0,IVA credito fiscal
ASD_0000147,ASI_000049,CTA_0006,,0.0,6127.02,Cuenta por pagar proveedor
ASD_0000148,ASI_000050,CTA_0004,,2352.03,0.0,Inventario de insumos
ASD_0000149,ASI_000050,CTA_0003,,493.93,0.0,IVA credito fiscal
ASD_0000150,ASI_000050,CTA_0006,,0.0,2845.96,Cuenta por pagar proveedor
ASD_0000151,ASI_000051,CTA_0004,,749.5,0.0,Inventario de insumos
ASD_0000152,ASI_000051,CTA_0003,,157.39,0.0,IVA credito fiscal
ASD_0000153,ASI_000051,CTA_0006,,0.0,906.89,Cuenta por pagar proveedor
ASD_0000154,ASI_000052,CTA_0004,,3428.47,0.0,Inventario de insumos
ASD_0000155,ASI_000052,CTA_0003,,719.98,0.0,IVA credito fiscal
ASD_0000156,ASI_000052,CTA_0006,,0.0,4148.45,Cuenta por pagar proveedor
ASD_0000157,ASI_000053,CTA_0004,,9549.52,0.0,Inventario de insumos
ASD_0000158,ASI_000053,CTA_0003,,2005.4,0.0,IVA credito fiscal
ASD_0000159,ASI_000053,CTA_0006,,0.0,11554.92,Cuenta por pagar proveedor
ASD_0000160,ASI_000054,CTA_0004,,4961.52,0.0,Inventario de insumos
ASD_0000161,ASI_000054,CTA_0003,,1041.92,0.0,IVA credito fiscal
ASD_0000162,ASI_000054,CTA_0006,,0.0,6003.44,Cuenta por pagar proveedor
ASD_0000163,ASI_000055,CTA_0004,,1756.97,0.0,Inventario de insumos
ASD_0000164,ASI_000055,CTA_0003,,368.96,0.0,IVA credito fiscal
ASD_0000165,ASI_000055,CTA_0006,,0.0,2125.93,Cuenta por pagar proveedor
ASD_0000166,ASI_000056,CTA_0004,,551.6,0.0,Inventario de insumos
ASD_0000167,ASI_000056,CTA_0003,,115.84,0.0,IVA credito fiscal
ASD_0000168,ASI_000056,CTA_0006,,0.0,667.44,Cuenta por pagar proveedor
ASD_0000169,ASI_000057,CTA_0004,,2216.43,0.0,Inventario de insumos
ASD_0000170,ASI_000057,CTA_0003,,465.45,0.0,IVA credito fiscal
ASD_0000171,ASI_000057,CTA_0006,,0.0,2681.88,Cuenta por pagar proveedor
ASD_0000172,ASI_000058,CTA_0004,,11973.2,0.0,Inventario de insumos
ASD_0000173,ASI_000058,CTA_0003,,2514.37,0.0,IVA credito fiscal
ASD_0000174,ASI_000058,CTA_0006,,0.0,14487.57,Cuenta por pagar proveedor
ASD_0000175,ASI_000059,CTA_0004,,6416.2,0.0,Inventario de insumos
ASD_0000176,ASI_000059,CTA_0003,,1347.4,0.0,IVA credito fiscal
ASD_0000177,ASI_000059,CTA_0006,,0.0,7763.6,Cuenta por pagar proveedor
ASD_0000178,ASI_000060,CTA_0004,,2145.8,0.0,Inventario de insumos
ASD_0000179,ASI_000060,CTA_0003,,450.62,0.0,IVA credito fiscal
ASD_0000180,ASI_000060,CTA_0006,,0.0,2596.42,Cuenta por pagar proveedor
ASD_0000181,ASI_000061,CTA_0004,,760.18,0.0,Inventario de insumos
ASD_0000182,ASI_000061,CTA_0003,,159.64,0.0,IVA credito fiscal
ASD_0000183,ASI_000061,CTA_0006,,0.0,919.82,Cuenta por pagar proveedor
ASD_0000184,ASI_000062,CTA_0004,,3174.55,0.0,Inventario de insumos
ASD_0000185,ASI_000062,CTA_0003,,666.66,0.0,IVA credito fiscal
ASD_0000186,ASI_000062,CTA_0006,,0.0,3841.21,Cuenta por pagar proveedor
ASD_0000187,ASI_000063,CTA_0004,,13593.93,0.0,Inventario de insumos
ASD_0000188,ASI_000063,CTA_0003,,2854.73,0.0,IVA credito fiscal
ASD_0000189,ASI_000063,CTA_0006,,0.0,16448.66,Cuenta por pagar proveedor
ASD_0000190,ASI_000064,CTA_0004,,5722.14,0.0,Inventario de insumos
ASD_0000191,ASI_000064,CTA_0003,,1201.65,0.0,IVA credito fiscal
ASD_0000192,ASI_000064,CTA_0006,,0.0,6923.79,Cuenta por pagar proveedor
ASD_0000193,ASI_000065,CTA_0004,,2366.76,0.0,Inventario de insumos
ASD_0000194,ASI_000065,CTA_0003,,497.02,0.0,IVA credito fiscal
ASD_0000195,ASI_000065,CTA_0006,,0.0,2863.78,Cuenta por pagar proveedor
ASD_0000196,ASI_000066,CTA_0004,,700.72,0.0,Inventario de insumos
ASD_0000197,ASI_000066,CTA_0003,,147.15,0.0,IVA credito fiscal
ASD_0000198,ASI_000066,CTA_0006,,0.0,847.87,Cuenta por pagar proveedor
ASD_0000199,ASI_000067,CTA_0004,,3530.96,0.0,Inventario de insumos
ASD_0000200,ASI_000067,CTA_0003,,741.5,0.0,IVA credito fiscal
ASD_0000201,ASI_000067,CTA_0006,,0.0,4272.46,Cuenta por pagar proveedor
ASD_0000202,ASI_000068,CTA_0004,,23885.72,0.0,Inventario de insumos
ASD_0000203,ASI_000068,CTA_0003,,5016.0,0.0,IVA credito fiscal
ASD_0000204,ASI_000068,CTA_0006,,0.0,28901.72,Cuenta por pagar proveedor
ASD_0000205,ASI_000069,CTA_0004,,24824.27,0.0,Inventario de insumos
ASD_0000206,ASI_000069,CTA_0003,,5213.1,0.0,IVA credito fiscal
ASD_0000207,ASI_000069,CTA_0006,,0.0,30037.37,Cuenta por pagar proveedor
ASD_0000208,ASI_000070,CTA_0004,,15532.63,0.0,Inventario de insumos
ASD_0000209,ASI_000070,CTA_0003,,3261.85,0.0,IVA credito fiscal
ASD_0000210,ASI_000070,CTA_0006,,0.0,18794.48,Cuenta por pagar proveedor
ASD_0000211,ASI_000071,CTA_0004,,2882.08,0.0,Inventario de insumos
ASD_0000212,ASI_000071,CTA_0003,,605.24,0.0,IVA credito fiscal
ASD_0000213,ASI_000071,CTA_0006,,0.0,3487.32,Cuenta por pagar proveedor
ASD_0000214,ASI_000072,CTA_0004,,1312.88,0.0,Inventario de insumos
ASD_0000215,ASI_000072,CTA_0003,,275.7,0.0,IVA credito fiscal
ASD_0000216,ASI_000072,CTA_0006,,0.0,1588.58,Cuenta por pagar proveedor
ASD_0000217,ASI_000073,CTA_0004,,5051.85,0.0,Inventario de insumos
ASD_0000218,ASI_000073,CTA_0003,,1060.89,0.0,IVA credito fiscal
ASD_0000219,ASI_000073,CTA_0006,,0.0,6112.74,Cuenta por pagar proveedor
ASD_0000220,ASI_000074,CTA_0004,,10789.3,0.0,Inventario de insumos
ASD_0000221,ASI_000074,CTA_0003,,2265.75,0.0,IVA credito fiscal
ASD_0000222,ASI_000074,CTA_0006,,0.0,13055.05,Cuenta por pagar proveedor
ASD_0000223,ASI_000075,CTA_0004,,11867.57,0.0,Inventario de insumos
ASD_0000224,ASI_000075,CTA_0003,,2492.19,0.0,IVA credito fiscal
ASD_0000225,ASI_000075,CTA_0006,,0.0,14359.76,Cuenta por pagar proveedor
ASD_0000226,ASI_000076,CTA_0004,,7270.75,0.0,Inventario de insumos
ASD_0000227,ASI_000076,CTA_0003,,1526.86,0.0,IVA credito fiscal
ASD_0000228,ASI_000076,CTA_0006,,0.0,8797.61,Cuenta por pagar proveedor
ASD_0000229,ASI_000077,CTA_0004,,1454.07,0.0,Inventario de insumos
ASD_0000230,ASI_000077,CTA_0003,,305.35,0.0,IVA credito fiscal
ASD_0000231,ASI_000077,CTA_0006,,0.0,1759.42,Cuenta por pagar proveedor
ASD_0000232,ASI_000078,CTA_0004,,681.71,0.0,Inventario de insumos
ASD_0000233,ASI_000078,CTA_0003,,143.16,0.0,IVA credito fiscal
ASD_0000234,ASI_000078,CTA_0006,,0.0,824.87,Cuenta por pagar proveedor
ASD_0000235,ASI_000079,CTA_0004,,2414.21,0.0,Inventario de insumos
ASD_0000236,ASI_000079,CTA_0003,,506.98,0.0,IVA credito fiscal
ASD_0000237,ASI_000079,CTA_0006,,0.0,2921.19,Cuenta por pagar proveedor
ASD_0000238,ASI_000080,CTA_0004,,16905.87,0.0,Inventario de insumos
ASD_0000239,ASI_000080,CTA_0003,,3550.23,0.0,IVA credito fiscal
ASD_0000240,ASI_000080,CTA_0006,,0.0,20456.1,Cuenta por pagar proveedor
ASD_0000241,ASI_000081,CTA_0004,,13115.89,0.0,Inventario de insumos
ASD_0000242,ASI_000081,CTA_0003,,2754.34,0.0,IVA credito fiscal
ASD_0000243,ASI_000081,CTA_0006,,0.0,15870.23,Cuenta por pagar proveedor
ASD_0000244,ASI_000082,CTA_0004,,9423.3,0.0,Inventario de insumos
ASD_0000245,ASI_000082,CTA_0003,,1978.89,0.0,IVA credito fiscal
ASD_0000246,ASI_000082,CTA_0006,,0.0,11402.19,Cuenta por pagar proveedor
ASD_0000247,ASI_000083,CTA_0004,,1559.93,0.0,Inventario de insumos
ASD_0000248,ASI_000083,CTA_0003,,327.59,0.0,IVA credito fiscal
ASD_0000249,ASI_000083,CTA_0006,,0.0,1887.52,Cuenta por pagar proveedor
ASD_0000250,ASI_000084,CTA_0004,,4027.19,0.0,Inventario de insumos
ASD_0000251,ASI_000084,CTA_0003,,845.71,0.0,IVA credito fiscal
ASD_0000252,ASI_000084,CTA_0006,,0.0,4872.9,Cuenta por pagar proveedor
ASD_0000253,ASI_000085,CTA_0004,,11471.86,0.0,Inventario de insumos
ASD_0000254,ASI_000085,CTA_0003,,2409.09,0.0,IVA credito fiscal
ASD_0000255,ASI_000085,CTA_0006,,0.0,13880.95,Cuenta por pagar proveedor
ASD_0000256,ASI_000086,CTA_0004,,13883.58,0.0,Inventario de insumos
ASD_0000257,ASI_000086,CTA_0003,,2915.55,0.0,IVA credito fiscal
ASD_0000258,ASI_000086,CTA_0006,,0.0,16799.13,Cuenta por pagar proveedor
ASD_0000259,ASI_000087,CTA_0004,,8534.71,0.0,Inventario de insumos
ASD_0000260,ASI_000087,CTA_0003,,1792.29,0.0,IVA credito fiscal
ASD_0000261,ASI_000087,CTA_0006,,0.0,10327.0,Cuenta por pagar proveedor
ASD_0000262,ASI_000088,CTA_0004,,1461.47,0.0,Inventario de insumos
ASD_0000263,ASI_000088,CTA_0003,,306.91,0.0,IVA credito fiscal
ASD_0000264,ASI_000088,CTA_0006,,0.0,1768.38,Cuenta por pagar proveedor
ASD_0000265,ASI_000089,CTA_0004,,712.03,0.0,Inventario de insumos
ASD_0000266,ASI_000089,CTA_0003,,149.53,0.0,IVA credito fiscal
ASD_0000267,ASI_000089,CTA_0006,,0.0,861.56,Cuenta por pagar proveedor
ASD_0000268,ASI_000090,CTA_0004,,2598.99,0.0,Inventario de insumos
ASD_0000269,ASI_000090,CTA_0003,,545.79,0.0,IVA credito fiscal
ASD_0000270,ASI_000090,CTA_0006,,0.0,3144.78,Cuenta por pagar proveedor
ASD_0000271,ASI_000091,CTA_0004,,19281.87,0.0,Inventario de insumos
ASD_0000272,ASI_000091,CTA_0003,,4049.19,0.0,IVA credito fiscal
ASD_0000273,ASI_000091,CTA_0006,,0.0,23331.06,Cuenta por pagar proveedor
ASD_0000274,ASI_000092,CTA_0004,,19393.05,0.0,Inventario de insumos
ASD_0000275,ASI_000092,CTA_0003,,4072.54,0.0,IVA credito fiscal
ASD_0000276,ASI_000092,CTA_0006,,0.0,23465.59,Cuenta por pagar proveedor
ASD_0000277,ASI_000093,CTA_0004,,12349.96,0.0,Inventario de insumos
ASD_0000278,ASI_000093,CTA_0003,,2593.49,0.0,IVA credito fiscal
ASD_0000279,ASI_000093,CTA_0006,,0.0,14943.45,Cuenta por pagar proveedor
ASD_0000280,ASI_000094,CTA_0004,,2422.71,0.0,Inventario de insumos
ASD_0000281,ASI_000094,CTA_0003,,508.77,0.0,IVA credito fiscal
ASD_0000282,ASI_000094,CTA_0006,,0.0,2931.48,Cuenta por pagar proveedor
ASD_0000283,ASI_000095,CTA_0004,,1128.32,0.0,Inventario de insumos
ASD_0000284,ASI_000095,CTA_0003,,236.95,0.0,IVA credito fiscal
ASD_0000285,ASI_000095,CTA_0006,,0.0,1365.27,Cuenta por pagar proveedor
ASD_0000286,ASI_000096,CTA_0004,,4541.07,0.0,Inventario de insumos
ASD_0000287,ASI_000096,CTA_0003,,953.62,0.0,IVA credito fiscal
ASD_0000288,ASI_000096,CTA_0006,,0.0,5494.69,Cuenta por pagar proveedor
ASD_0000289,ASI_000097,CTA_0004,,17686.25,0.0,Inventario de insumos
ASD_0000290,ASI_000097,CTA_0003,,3714.11,0.0,IVA credito fiscal
ASD_0000291,ASI_000097,CTA_0006,,0.0,21400.36,Cuenta por pagar proveedor
ASD_0000292,ASI_000098,CTA_0004,,9140.89,0.0,Inventario de insumos
ASD_0000293,ASI_000098,CTA_0003,,1919.59,0.0,IVA credito fiscal
ASD_0000294,ASI_000098,CTA_0006,,0.0,11060.48,Cuenta por pagar proveedor
ASD_0000295,ASI_000099,CTA_0004,,3713.87,0.0,Inventario de insumos
ASD_0000296,ASI_000099,CTA_0003,,779.91,0.0,IVA credito fiscal
ASD_0000297,ASI_000099,CTA_0006,,0.0,4493.78,Cuenta por pagar proveedor
ASD_0000298,ASI_000100,CTA_0004,,1193.65,0.0,Inventario de insumos
ASD_0000299,ASI_000100,CTA_0003,,250.67,0.0,IVA credito fiscal
ASD_0000300,ASI_000100,CTA_0006,,0.0,1444.32,Cuenta por pagar proveedor
ASD_0000301,ASI_000101,CTA_0004,,6238.45,0.0,Inventario de insumos
ASD_0000302,ASI_000101,CTA_0003,,1310.07,0.0,IVA credito fiscal
ASD_0000303,ASI_000101,CTA_0006,,0.0,7548.52,Cuenta por pagar proveedor
ASD_0000304,ASI_000102,CTA_0004,,12517.74,0.0,Inventario de insumos
ASD_0000305,ASI_000102,CTA_0003,,2628.73,0.0,IVA credito fiscal
ASD_0000306,ASI_000102,CTA_0006,,0.0,15146.47,Cuenta por pagar proveedor
ASD_0000307,ASI_000103,CTA_0004,,5911.44,0.0,Inventario de insumos
ASD_0000308,ASI_000103,CTA_0003,,1241.4,0.0,IVA credito fiscal
ASD_0000309,ASI_000103,CTA_0006,,0.0,7152.84,Cuenta por pagar proveedor
ASD_0000310,ASI_000104,CTA_0004,,2701.63,0.0,Inventario de insumos
ASD_0000311,ASI_000104,CTA_0003,,567.34,0.0,IVA credito fiscal
ASD_0000312,ASI_000104,CTA_0006,,0.0,3268.97,Cuenta por pagar proveedor
ASD_0000313,ASI_000105,CTA_0004,,703.06,0.0,Inventario de insumos
ASD_0000314,ASI_000105,CTA_0003,,147.64,0.0,IVA credito fiscal
ASD_0000315,ASI_000105,CTA_0006,,0.0,850.7,Cuenta por pagar proveedor
ASD_0000316,ASI_000106,CTA_0004,,3741.0,0.0,Inventario de insumos
ASD_0000317,ASI_000106,CTA_0003,,785.61,0.0,IVA credito fiscal
ASD_0000318,ASI_000106,CTA_0006,,0.0,4526.61,Cuenta por pagar proveedor
ASD_0000319,ASI_000107,CTA_0004,,16678.79,0.0,Inventario de insumos
ASD_0000320,ASI_000107,CTA_0003,,3502.55,0.0,IVA credito fiscal
ASD_0000321,ASI_000107,CTA_0006,,0.0,20181.34,Cuenta por pagar proveedor
ASD_0000322,ASI_000108,CTA_0004,,14644.45,0.0,Inventario de insumos
ASD_0000323,ASI_000108,CTA_0003,,3075.33,0.0,IVA credito fiscal
ASD_0000324,ASI_000108,CTA_0006,,0.0,17719.78,Cuenta por pagar proveedor
ASD_0000325,ASI_000109,CTA_0004,,8973.2,0.0,Inventario de insumos
