asiento_id,empresa_id,entry_date,entry_type,source_table,source_id
ASI_000081,EMP_0001,2024-07-20,FACTURA_COMPRA,fin_facturas_compra,FC_00081
ASI_000082,EMP_0001,2024-07-18,FACTURA_COMPRA,fin_facturas_compra,FC_00082
ASI_000083,EMP_0001,2024-08-26,FACTURA_COMPRA,fin_facturas_compra,FC_00083
ASI_000084,EMP_0001,2025-05-30,FACTURA_COMPRA,fin_facturas_compra,FC_00084
ASI_000085,EMP_0001,2024-08-19,FACTURA_COMPRA,fin_facturas_compra,FC_00085
ASI_000086,EMP_0001,2024-10-09,FACTURA_COMPRA,fin_facturas_compra,FC_00086
ASI_000087,EMP_0001,2024-10-11,FACTURA_COMPRA,fin_facturas_compra,FC_00087
ASI_000088,EMP_0001,2024-12-02,FACTURA_COMPRA,fin_facturas_compra,FC_00088
ASI_000089,EMP_0001,2024-11-07,FACTURA_COMPRA,fin_facturas_compra,FC_00089
ASI_000090,EMP_0001,2024-08-19,FACTURA_COMPRA,fin_facturas_compra,FC_00090
ASI_000091,EMP_0001,2024-08-20,FACTURA_COMPRA,fin_facturas_compra,FC_00091
ASI_000092,EMP_0001,2024-10-11,FACTURA_COMPRA,fin_facturas_compra,FC_00092
ASI_000093,EMP_0001,2024-10-31,FACTURA_COMPRA,fin_facturas_compra,FC_00093
ASI_000094,EMP_0001,2024-11-10,FACTURA_COMPRA,fin_facturas_compra,FC_00094
ASI_000095,EMP_0001,2024-11-11,FACTURA_COMPRA,fin_facturas_compra,FC_00095
ASI_000096,EMP_0001,2024-08-26,FACTURA_COMPRA,fin_facturas_compra,FC_00096
ASI_000097,EMP_0001,2024-10-09,FACTURA_COMPRA,fin_facturas_compra,FC_00097
ASI_000098,EMP_0001,2024-11-27,FACTURA_COMPRA,fin_facturas_compra,FC_00098
ASI_000099,EMP_0001,2024-12-25,FACTURA_COMPRA,fin_facturas_compra,FC_00099
ASI_000100,EMP_0001,2024-12-30,FACTURA_COMPRA,fin_facturas_compra,FC_00100
ASI_000101,EMP_0001,2024-10-13,FACTURA_COMPRA,fin_facturas_compra,FC_00101
ASI_000102,EMP_0001,2024-10-19,FACTURA_COMPRA,fin_facturas_compra,FC_00102
ASI_000103,EMP_0001,2024-11-07,FACTURA_COMPRA,fin_facturas_compra,FC_00103
ASI_000104,EMP_0001,2024-12-09,FACTURA_COMPRA,fin_facturas_compra,FC_00104
ASI_000105,EMP_0001,2024-12-26,FACTURA_COMPRA,fin_facturas_compra,FC_00105
ASI_000106,EMP_0001,2024-10-24,FACTURA_COMPRA,fin_facturas_compra,FC_00106
ASI_000107,EMP_0001,2025-05-22,FACTURA_COMPRA,fin_facturas_compra,FC_00107
ASI_000108,EMP_0001,2024-07-30,FACTURA_COMPRA,fin_facturas_compra,FC_00108
ASI_000109,EMP_0001,2024-07-25,FACTURA_COMPRA,fin_facturas_compra,FC_00109
ASI_000110,EMP_0001,2024-08-11,FACTURA_COMPRA,fin_facturas_compra,FC_00110
ASI_000111,EMP_0001,2025-05-30,FACTURA_COMPRA,fin_facturas_compra,FC_00111
ASI_000112,EMP_0001,2024-08-13,FACTURA_COMPRA,fin_facturas_compra,FC_00112
ASI_000113,EMP_0001,2024-10-17,FACTURA_COMPRA,fin_facturas_compra,FC_00113
ASI_000114,EMP_0001,2024-10-25,FACTURA_COMPRA,fin_facturas_compra,FC_00114
ASI_000115,EMP_0001,2024-11-23,FACTURA_COMPRA,fin_facturas_compra,FC_00115
ASI_000116,EMP_0001,2024-11-27,FACTURA_COMPRA,fin_facturas_compra,FC_00116
ASI_000117,EMP_0001,2024-08-29,FACTURA_COMPRA,fin_facturas_compra,FC_00117
ASI_000118,EMP_0001,2024-10-24,FACTURA_COMPRA,fin_facturas_compra,FC_00118
ASI_000119,EMP_0001,2024-11-21,FACTURA_COMPRA,fin_facturas_compra,FC_00119
ASI_000120,EMP_0001,2025-01-01,FACTURA_COMPRA,fin_facturas_compra,FC_00120
ASI_000121,EMP_0001,2024-12-30,FACTURA_COMPRA,fin_facturas_compra,FC_00121
ASI_000122,EMP_0001,2024-10-16,FACTURA_COMPRA,fin_facturas_compra,FC_00122
ASI_000123,EMP_0001,2024-08-26,FACTURA_COMPRA,fin_facturas_compra,FC_00123
ASI_000124,EMP_0001,2024-10-23,FACTURA_COMPRA,fin_facturas_compra,FC_00124
ASI_000125,EMP_0001,2024-10-29,FACTURA_COMPRA,fin_facturas_compra,FC_00125
ASI_000126,EMP_0001,2024-11-13,FACTURA_COMPRA,fin_facturas_compra,FC_00126
ASI_000127,EMP_0001,2024-11-13,FACTURA_COMPRA,fin_facturas_compra,FC_00127
ASI_000128,EMP_0001,2024-08-24,FACTURA_COMPRA,fin_facturas_compra,FC_00128
ASI_000129,EMP_0001,2023-08-19,FACTURA_COMPRA,fin_facturas_compra,FC_00129
ASI_000130,EMP_0001,2023-08-30,FACTURA_COMPRA,fin_facturas_compra,FC_00130
ASI_000131,EMP_0001,2023-08-26,FACTURA_COMPRA,fin_facturas_compra,FC_00131
ASI_000132,EMP_0001,2024-08-31,FACTURA_COMPRA,fin_facturas_compra,FC_00132
ASI_000133,EMP_0001,2024-08-15,FACTURA_COMPRA,fin_facturas_compra,FC_00133
ASI_000134,EMP_0001,2024-08-14,FACTURA_COMPRA,fin_facturas_compra,FC_00134
ASI_000135,EMP_0001,2025-07-10,FACTURA_COMPRA,fin_facturas_compra,FC_00135
ASI_000136,EMP_0001,2025-07-12,FACTURA_COMPRA,fin_facturas_compra,FC_00136
ASI_000137,EMP_0001,2025-08-26,FACTURA_COMPRA,fin_facturas_compra,FC_00137
ASI_000138,EMP_0001,2025-08-29,FACTURA_COMPRA,fin_facturas_compra,FC_00138
ASI_000139,EMP_0001,2025-09-05,FACTURA_COMPRA,fin_facturas_compra,FC_00139
ASI_000140,EMP_0001,2025-09-02,FACTURA_COMPRA,fin_facturas_compra,FC_00140
ASI_000141,EMP_0001,2025-09-18,FACTURA_COMPRA,fin_facturas_compra,FC_00141
ASI_000142,EMP_0001,2025-09-21,FACTURA_COMPRA,fin_facturas_compra,FC_00142
ASI_000143,EMP_0001,2025-10-10,FACTURA_COMPRA,fin_facturas_compra,FC_00143
ASI_000144,EMP_0001,2025-10-13,FACTURA_COMPRA,fin_facturas_compra,FC_00144
ASI_000145,EMP_0001,2025-10-12,FACTURA_COMPRA,fin_facturas_compra,FC_00145
ASI_000146,EMP_0001,2025-10-11,FACTURA_COMPRA,fin_facturas_compra,FC_00146
ASI_000147,EMP_0001,2025-11-14,FACTURA_COMPRA,fin_facturas_compra,FC_00147
ASI_000148,EMP_0001,2025-11-14,FACTURA_COMPRA,fin_facturas_compra,FC_00148
ASI_000149,EMP_0001,2024-06-20,FACTURA_VENTA,fin_facturas_venta,FV_00001
ASI_000150,EMP_0001,2024-02-08,FACTURA_VENTA,fin_facturas_venta,FV_00002
ASI_000151,EMP_0001,2024-03-07,FACTURA_VENTA,fin_facturas_venta,FV_00003
ASI_000152,EMP_0001,2024-04-24,FACTURA_VENTA,fin_facturas_venta,FV_00004
ASI_000153,EMP_0001,2024-08-06,FACTURA_VENTA,fin_facturas_venta,FV_00005
ASI_000154,EMP_0001,2024-08-06,FACTURA_VENTA,fin_facturas_venta,FV_00006
ASI_000155,EMP_0001,2024-05-13,FACTURA_VENTA,fin_facturas_venta,FV_00007
ASI_000156,EMP_0001,2024-06-16,FACTURA_VENTA,fin_facturas_venta,FV_00008
ASI_000157,EMP_0001,2024-09-04,FACTURA_VENTA,fin_facturas_venta,FV_00009
ASI_000158,EMP_0001,2024-01-09,FACTURA_VENTA,fin_facturas_venta,FV_00010
ASI_000159,EMP_0001,2024-05-01,FACTURA_VENTA,fin_facturas_venta,FV_00011
ASI_000160,EMP_0001,2024-07-31,FACTURA_VENTA,fin_facturas_venta,FV_00012
ASI_000161,EMP_0001,2024-08-26,FACTURA_VENTA,fin_facturas_venta,FV_00013
ASI_000162,EMP_0001,2024-05-09,FACTURA_VENTA,fin_facturas_venta,FV_00014
ASI_000163,EMP_0001,2024-06-07,FACTURA_VENTA,fin_facturas_venta,FV_00015
ASI_000164,EMP_0001,2024-08-19,FACTURA_VENTA,fin_facturas_venta,FV_00016
ASI_000165,EMP_0001,2024-06-25,FACTURA_VENTA,fin_facturas_venta,FV_00017
ASI_000166,EMP_0001,2024-06-21,FACTURA_VENTA,fin_facturas_venta,FV_00018
ASI_000167,EMP_0001,2024-09-28,FACTURA_VENTA,fin_facturas_venta,FV_00019
ASI_000168,EMP_0001,2024-06-07,FACTURA_VENTA,fin_facturas_venta,FV_00020
ASI_000169,EMP_0001,2024-07-17,FACTURA_VENTA,fin_facturas_venta,FV_00021
ASI_000170,EMP_0001,2024-09-26,FACTURA_VENTA,fin_facturas_venta,FV_00022
ASI_000171,EMP_0001,2025-06-11,FACTURA_VENTA,fin_facturas_venta,FV_00023
ASI_000172,EMP_0001,2025-05-18,FACTURA_VENTA,fin_facturas_venta,FV_00024
ASI_000173,EMP_0001,2025-06-25,FACTURA_VENTA,fin_facturas_venta,FV_00025
ASI_000174,EMP_0001,2025-08-15,FACTURA_VENTA,fin_facturas_venta,FV_00026
ASI_000175,EMP_0001,2025-05-23,FACTURA_VENTA,fin_facturas_venta,FV_00027
ASI_000176,EMP_0001,2025-08-18,FACTURA_VENTA,fin_facturas_venta,FV_00028
ASI_000177,EMP_0001,2025-01-21,FACTURA_VENTA,fin_facturas_venta,FV_00029
ASI_000178,EMP_0001,2025-06-04,FACTURA_VENTA,fin_facturas_venta,FV_00030
ASI_000179,EMP_0001,2025-06-29,FACTURA_VENTA,fin_facturas_venta,FV_00031
ASI_000180,EMP_0001,2025-09-10,FACTURA_VENTA,fin_facturas_venta,FV_00032
ASI_000181,EMP_0001,2025-04-28,FACTURA_VENTA,fin_facturas_venta,FV_00033
ASI_000182,EMP_0001,2025-07-25,FACTURA_VENTA,fin_facturas_venta,FV_00034
ASI_000183,EMP_0001,2025-06-03,FACTURA_VENTA,fin_facturas_venta,FV_00035
ASI_000184,EMP_0001,2025-09-25,FACTURA_VENTA,fin_facturas_venta,FV_00036
ASI_000185,EMP_0001,2025-06-17,FACTURA_VENTA,fin_facturas_venta,FV_00037
ASI_000186,EMP_0001,2025-10-14,FACTURA_VENTA,fin_facturas_venta,FV_00038
ASI_000187,EMP_0001,2025-01-22,FACTURA_VENTA,fin_facturas_venta,FV_00039
ASI_000188,EMP_0001,2025-05-15,FACTURA_VENTA,fin_facturas_venta,FV_00040
ASI_000189,EMP_0001,2025-07-22,FACTURA_VENTA,fin_facturas_venta,FV_00041
ASI_000190,EMP_0001,2025-09-12,FACTURA_VENTA,fin_facturas_venta,FV_00042
ASI_000191,EMP_0001,2025-06-30,FACTURA_VENTA,fin_facturas_venta,FV_00043
ASI_000192,EMP_0001,2025-05-19,FACTURA_VENTA,fin_facturas_venta,FV_00044
ASI_000193,EMP_0001,2025-07-12,FACTURA_VENTA,fin_facturas_venta,FV_00045
ASI_000194,EMP_0001,2025-09-05,FACTURA_VENTA,fin_facturas_venta,FV_00046
ASI_000195,EMP_0001,2024-06-18,COSTO_VENTA,erp_despachos_venta,DESP_00001
ASI_000196,EMP_0001,2024-02-06,COSTO_VENTA,erp_despachos_venta,DESP_00002
ASI_000197,EMP_0001,2024-03-06,COSTO_VENTA,erp_despachos_venta,DESP_00003
ASI_000198,EMP_0001,2024-04-24,COSTO_VENTA,erp_despachos_venta,DESP_00004
ASI_000199,EMP_0001,2024-08-06,COSTO_VENTA,erp_despachos_venta,DESP_00005
ASI_000200,EMP_0001,2024-08-04,COSTO_VENTA,erp_despachos_venta,DESP_00006
ASI_000201,EMP_0001,2024-05-13,COSTO_VENTA,erp_despachos_venta,DESP_00007
ASI_000202,EMP_0001,2024-06-15,COSTO_VENTA,erp_despachos_venta,DESP_00008
ASI_000203,EMP_0001,2024-09-02,COSTO_VENTA,erp_despachos_venta,DESP_00009
ASI_000204,EMP_0001,2024-01-08,COSTO_VENTA,erp_despachos_venta,DESP_00010
ASI_000205,EMP_0001,2024-04-30,COSTO_VENTA,erp_despachos_venta,DESP_00011
ASI_000206,EMP_0001,2024-07-31,COSTO_VENTA,erp_despachos_venta,DESP_00012
ASI_000207,EMP_0001,2024-08-26,COSTO_VENTA,erp_despachos_venta,DESP_00013
ASI_000208,EMP_0001,2024-05-07,COSTO_VENTA,erp_despachos_venta,DESP_00014
ASI_000209,EMP_0001,2024-06-06,COSTO_VENTA,erp_despachos_venta,DESP_00015
ASI_000210,EMP_0001,2024-08-17,COSTO_VENTA,erp_despachos_venta,DESP_00016
ASI_000211,EMP_0001,2024-06-24,COSTO_VENTA,erp_despachos_venta,DESP_00017
ASI_000212,EMP_0001,2024-06-21,COSTO_VENTA,erp_despachos_venta,DESP_00018
ASI_000213,EMP_0001,2024-09-28,COSTO_VENTA,erp_despachos_venta,DESP_00019
ASI_000214,EMP_0001,2024-06-06,COSTO_VENTA,erp_despachos_venta,DESP_00020
ASI_000215,EMP_0001,2024-07-16,COSTO_VENTA,erp_despachos_venta,DESP_00021
ASI_000216,EMP_0001,2024-09-24,COSTO_VENTA,erp_despachos_venta,DESP_00022
ASI_000217,EMP_0001,2025-06-09,COSTO_VENTA,erp_despachos_venta,DESP_00023
ASI_000218,EMP_0001,2025-05-17,COSTO_VENTA,erp_despachos_venta,DESP_00024
ASI_000219,EMP_0001,2025-06-24,COSTO_VENTA,erp_despachos_venta,DESP_00025
ASI_000220,EMP_0001,2025-08-14,COSTO_VENTA,erp_despachos_venta,DESP_00026
ASI_000221,EMP_0001,2025-05-21,COSTO_VENTA,erp_despachos_venta,DESP_00027
ASI_000222,EMP_0001,2025-08-18,COSTO_VENTA,erp_despachos_venta,DESP_00028
ASI_000223,EMP_0001,2025-01-21,COSTO_VENTA,erp_despachos_venta,DESP_00029
ASI_000224,EMP_0001,2025-06-02,COSTO_VENTA,erp_despachos_venta,DESP_00030
ASI_000225,EMP_0001,2025-06-29,COSTO_VENTA,erp_despachos_venta,DESP_00031
ASI_000226,EMP_0001,2025-09-10,COSTO_VENTA,erp_despachos_venta,DESP_00032
ASI_000227,EMP_0001,2025-04-26,COSTO_VENTA,erp_despachos_venta,DESP_00033
ASI_000228,EMP_0001,2025-07-25,COSTO_VENTA,erp_despachos_venta,DESP_00034
ASI_000229,EMP_0001,2025-06-03,COSTO_VENTA,erp_despachos_venta,DESP_00035
ASI_000230,EMP_0001,2025-09-23,COSTO_VENTA,erp_despachos_venta,DESP_00036
ASI_000231,EMP_0001,2025-06-15,COSTO_VENTA,erp_despachos_venta,DESP_00037
ASI_000232,EMP_0001,2025-10-13,COSTO_VENTA,erp_despachos_venta,DESP_00038
ASI_000233,EMP_0001,2025-01-21,COSTO_VENTA,erp_despachos_venta,DESP_00039
ASI_000234,EMP_0001,2025-05-15,COSTO_VENTA,erp_despachos_venta,DESP_00040
ASI_000235,EMP_0001,2025-07-22,COSTO_VENTA,erp_despachos_venta,DESP_00041
ASI_000236,EMP_0001,2025-09-11,COSTO_VENTA,erp_despachos_venta,DESP_00042
ASI_000237,EMP_0001,2025-06-30,COSTO_VENTA,erp_despachos_venta,DESP_00043
ASI_000238,EMP_0001,2025-05-19,COSTO_VENTA,erp_despachos_venta,DESP_00044
ASI_000239,EMP_0001,2025-07-10,COSTO_VENTA,erp_despachos_venta,DESP_00045
ASI_000240,EMP_0001,2025-09-04,COSTO_VENTA,erp_despachos_venta,DESP_00046
ASI_000241,EMP_0001,2024-09-09,COBRANZA,fin_cobranzas,COB_00001
ASI_000242,EMP_0001,2024-03-16,COBRANZA,fin_cobranzas,COB_00002
ASI_000243,EMP_0001,2024-05-06,COBRANZA,fin_cobranzas,COB_00003
ASI_000244,EMP_0001,2024-07-10,COBRANZA,fin_cobranzas,COB_00004
ASI_000245,EMP_0001,2024-10-28,COBRANZA,fin_cobranzas,COB_00005
ASI_000246,EMP_0001,2024-10-04,COBRANZA,fin_cobranzas,COB_00006
ASI_000247,EMP_0001,2024-07-16,COBRANZA,fin_cobranzas,COB_00007
ASI_000248,EMP_0001,2024-08-11,COBRANZA,fin_cobranzas,COB_00008
ASI_000249,EMP_0001,2024-11-09,COBRANZA,fin_cobranzas,COB_00009
ASI_000250,EMP_0001,2024-03-07,COBRANZA,fin_cobranzas,COB_00010
ASI_000251,EMP_0001,2024-07-09,COBRANZA,fin_cobranzas,COB_00011
ASI_000252,EMP_0001,2024-08-25,COBRANZA,fin_cobranzas,COB_00012
ASI_000253,EMP_0001,2024-11-14,COBRANZA,fin_cobranzas,COB_00013
ASI_000254,EMP_0001,2024-07-15,COBRANZA,fin_cobranzas,COB_00014
ASI_000255,EMP_0001,2024-08-05,COBRANZA,fin_cobranzas,COB_00015
ASI_000256,EMP_0001,2024-10-23,COBRANZA,fin_cobranzas,COB_00016
ASI_000257,EMP_0001,2024-07-23,COBRANZA,fin_cobranzas,COB_00017
ASI_000258,EMP_0001,2024-09-03,COBRANZA,fin_cobranzas,COB_00018
ASI_000259,EMP_0001,2024-10-28,COBRANZA,fin_cobranzas,COB_00019
ASI_000260,EMP_0001,2024-07-13,COBRANZA,fin_cobranzas,COB_00020
ASI_000261,EMP_0001,2024-10-04,COBRANZA,fin_cobranzas,COB_00021
ASI_000262,EMP_0001,2024-10-23,COBRANZA,fin_cobranzas,COB_00022
ASI_000263,EMP_0001,2025-09-08,COBRANZA,fin_cobranzas,COB_00023
ASI_000264,EMP_0001,2025-07-30,COBRANZA,fin_cobranzas,COB_00024
ASI_000265,EMP_0001,2025-08-17,COBRANZA,fin_cobranzas,COB_00025
ASI_000266,EMP_0001,2025-11-13,COBRANZA,fin_cobranzas,COB_00026
ASI_000267,EMP_0001,2025-08-06,COBRANZA,fin_cobranzas,COB_00027
ASI_000268,EMP_0001,2025-11-13,COBRANZA,fin_cobranzas,COB_00028
ASI_000269,EMP_0001,2025-05-01,COBRANZA,fin_cobranzas,COB_00029
ASI_000270,EMP_0001,2025-08-15,COBRANZA,fin_cobranzas,COB_00030
ASI_000271,EMP_0001,2025-08-21,COBRANZA,fin_cobranzas,COB_00031
ASI_000272,EMP_0001,2025-11-30,COBRANZA,fin_cobranzas,COB_00032
ASI_000273,EMP_0001,2025-06-17,COBRANZA,fin_cobranzas,COB_00033
ASI_000274,EMP_0001,2025-09-20,COBRANZA,fin_cobranzas,COB_00034
ASI_000275,EMP_0001,2025-08-27,COBRANZA,fin_cobranzas,COB_00035
ASI_000276,EMP_0001,2025-12-27,COBRANZA,fin_cobranzas,COB_00036
ASI_000277,EMP_0001,2025-09-05,COBRANZA,fin_cobranzas,COB_00037
ASI_000278,EMP_0001,2026-01-05,COBRANZA,fin_cobranzas,COB_00038
ASI_000279,EMP_0001,2025-04-12,COBRANZA,fin_cobranzas,COB_00039
ASI_000280,EMP_0001,2025-07-30,COBRANZA,fin_cobranzas,COB_00040
ASI_000281,EMP_0001,2025-09-28,COBRANZA,fin_cobranzas,COB_00041
ASI_000282,EMP_0001,2025-10-29,COBRANZA,fin_cobranzas,COB_00042
ASI_000283,EMP_0001,2025-09-05,COBRANZA,fin_cobranzas,COB_00043
ASI_000284,EMP_0001,2025-07-23,COBRANZA,fin_cobranzas,COB_00044
ASI_000285,EMP_0001,2025-09-20,COBRANZA,fin_cobranzas,COB_00045
ASI_000286,EMP_0001,2025-11-14,COBRANZA,fin_cobranzas,COB_00046
ASI_000287,EMP_0001,2023-11-27,PAGO_PROVEEDOR,fin_pagos,PAG_00001
ASI_000288,EMP_0001,2023-12-29,PAGO_PROVEEDOR,fin_pagos,PAG_00002
ASI_000289,EMP_0001,2024-01-29,PAGO_PROVEEDOR,fin_pagos,PAG_00003
ASI_000290,EMP_0001,2024-02-17,PAGO_PROVEEDOR,fin_pagos,PAG_00004
ASI_000291,EMP_0001,2023-12-24,PAGO_PROVEEDOR,fin_pagos,PAG_00005
ASI_000292,EMP_0001,2024-07-14,PAGO_PROVEEDOR,fin_pagos,PAG_00006
