movimiento_stock_id,movement_type,movement_date,product_id,deposit_id,lot_quality_id,quantity_in,quantity_out,unit_cost,movement_value_in,movement_value_out,source_table,source_id,net_quantity,net_value
MST_000571,MANTENIMIENTO_SALIDA,2023-08-06,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00254,-1.0,-26.0
MST_000730,MANTENIMIENTO_SALIDA,2023-08-09,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00413,-1.0,-15.0
MST_000731,MANTENIMIENTO_SALIDA,2023-08-09,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00414,-1.0,-26.0
MST_000021,COMPRA_INGRESO,2023-08-10,PROD_0004,DEP_0001,,2370.65,0.0,5.3484,12679.18,0.0,erp_recepciones_compra_det,RCD_00021,2370.65,12679.18
MST_000320,MANTENIMIENTO_SALIDA,2023-08-11,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00003,-1.0,-15.0
MST_000321,MANTENIMIENTO_SALIDA,2023-08-11,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00004,-1.0,-26.0
MST_000446,MANTENIMIENTO_SALIDA,2023-08-11,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00129,-1.0,-15.0
MST_000447,MANTENIMIENTO_SALIDA,2023-08-11,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00130,-1.0,-26.0
MST_000508,MANTENIMIENTO_SALIDA,2023-08-11,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00191,-1.0,-15.0
MST_000509,MANTENIMIENTO_SALIDA,2023-08-11,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00192,-1.0,-26.0
MST_000129,COMPRA_INGRESO,2023-08-17,PROD_0013,DEP_0004,,99.98,0.0,15.1352,1513.22,0.0,erp_recepciones_compra_det,RCD_00129,99.98,1513.22
MST_000166,CONSUMO_INSUMO,2023-08-19,PROD_0007,DEP_0001,,0.0,20748.0,0.6409,0.0,13297.39,erp_consumo_insumos,CONS_00023,-20748.0,-13297.39
MST_000167,CONSUMO_INSUMO,2023-08-19,PROD_0008,DEP_0001,,0.0,11172.0,0.7695,0.0,8596.85,erp_consumo_insumos,CONS_00024,-11172.0,-8596.85
MST_000131,COMPRA_INGRESO,2023-08-23,PROD_0015,DEP_0004,,102.14,0.0,25.3895,2593.28,0.0,erp_recepciones_compra_det,RCD_00131,102.14,2593.28
MST_000042,COMPRA_INGRESO,2023-08-24,PROD_0004,DEP_0001,,3746.46,0.0,5.127,19208.1,0.0,erp_recepciones_compra_det,RCD_00042,3746.46,19208.1
MST_000009,COMPRA_INGRESO,2023-08-25,PROD_0011,DEP_0001,,99.36,0.0,23.3519,2320.24,0.0,erp_recepciones_compra_det,RCD_00009,99.36,2320.24
MST_000047,COMPRA_INGRESO,2023-08-27,PROD_0012,DEP_0001,,3728.46,0.0,1.162,4332.47,0.0,erp_recepciones_compra_det,RCD_00047,3728.46,4332.47
MST_000026,COMPRA_INGRESO,2023-08-28,PROD_0012,DEP_0001,,2503.36,0.0,1.1839,2963.73,0.0,erp_recepciones_compra_det,RCD_00026,2503.36,2963.73
MST_000130,COMPRA_INGRESO,2023-08-28,PROD_0014,DEP_0004,,45.37,0.0,41.6471,1889.53,0.0,erp_recepciones_compra_det,RCD_00130,45.37,1889.53
MST_000030,COMPRA_INGRESO,2023-08-29,PROD_0011,DEP_0001,,73.87,0.0,20.0255,1479.28,0.0,erp_recepciones_compra_det,RCD_00030,73.87,1479.28
MST_000504,MANTENIMIENTO_SALIDA,2023-08-31,PROD_0014,DEP_0004,,0.0,2.0,42.0,0.0,84.0,mnt_ordenes_trabajo_det,MOTD_00187,-2.0,-84.0
MST_000505,MANTENIMIENTO_SALIDA,2023-08-31,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00188,-1.0,-26.0
MST_000510,MANTENIMIENTO_SALIDA,2023-09-05,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00193,-1.0,-15.0
MST_000511,MANTENIMIENTO_SALIDA,2023-09-05,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00194,-1.0,-26.0
MST_000168,CONSUMO_INSUMO,2023-09-06,PROD_0011,DEP_0001,,0.0,71.82,21.8704,0.0,1570.73,erp_consumo_insumos,CONS_00025,-71.82,-1570.73
MST_000632,MANTENIMIENTO_SALIDA,2023-09-06,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00315,-1.0,-15.0
MST_000633,MANTENIMIENTO_SALIDA,2023-09-06,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00316,-1.0,-26.0
MST_000177,CONSUMO_INSUMO,2023-09-07,PROD_0004,DEP_0001,,0.0,3482.6,5.1219,0.0,17837.53,erp_consumo_insumos,CONS_00034,-3482.6,-17837.53
MST_000448,MANTENIMIENTO_SALIDA,2023-09-07,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00131,-1.0,-15.0
MST_000449,MANTENIMIENTO_SALIDA,2023-09-07,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00132,-1.0,-26.0
MST_000670,MANTENIMIENTO_SALIDA,2023-09-07,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00353,-1.0,-15.0
MST_000671,MANTENIMIENTO_SALIDA,2023-09-07,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00354,-1.0,-26.0
MST_000384,MANTENIMIENTO_SALIDA,2023-09-09,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00067,-1.0,-15.0
MST_000385,MANTENIMIENTO_SALIDA,2023-09-09,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00068,-1.0,-26.0
MST_000572,MANTENIMIENTO_SALIDA,2023-09-10,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00255,-1.0,-15.0
MST_000573,MANTENIMIENTO_SALIDA,2023-09-10,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00256,-1.0,-26.0
MST_000160,CONSUMO_INSUMO,2023-09-13,PROD_0004,DEP_0001,,0.0,2296.8,5.1219,0.0,11763.98,erp_consumo_insumos,CONS_00017,-2296.8,-11763.98
MST_000732,MANTENIMIENTO_SALIDA,2023-09-14,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00415,-1.0,-15.0
MST_000733,MANTENIMIENTO_SALIDA,2023-09-14,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00416,-1.0,-26.0
MST_000322,MANTENIMIENTO_SALIDA,2023-09-15,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00005,-1.0,-15.0
MST_000323,MANTENIMIENTO_SALIDA,2023-09-15,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00006,-1.0,-26.0
MST_000151,CONSUMO_INSUMO,2023-09-18,PROD_0011,DEP_0001,,0.0,91.71,21.8704,0.0,2005.73,erp_consumo_insumos,CONS_00008,-91.71,-2005.73
MST_000324,MANTENIMIENTO_SALIDA,2023-10-04,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00007,-1.0,-15.0
MST_000325,MANTENIMIENTO_SALIDA,2023-10-04,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00008,-1.0,-26.0
MST_000734,MANTENIMIENTO_SALIDA,2023-10-04,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00417,-1.0,-15.0
MST_000735,MANTENIMIENTO_SALIDA,2023-10-04,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00418,-1.0,-26.0
MST_000450,MANTENIMIENTO_SALIDA,2023-10-05,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00133,-1.0,-15.0
MST_000451,MANTENIMIENTO_SALIDA,2023-10-05,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00134,-1.0,-26.0
MST_000058,COMPRA_INGRESO,2023-10-06,PROD_0005,DEP_0001,,9894.39,0.0,1.2101,11973.2,0.0,erp_recepciones_compra_det,RCD_00058,9894.39,11973.2
MST_000001,COMPRA_INGRESO,2023-10-08,PROD_0005,DEP_0001,,9822.96,0.0,1.3912,13665.7,0.0,erp_recepciones_compra_det,RCD_00001,9822.96,13665.7
MST_000512,MANTENIMIENTO_SALIDA,2023-10-08,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00195,-1.0,-15.0
MST_000513,MANTENIMIENTO_SALIDA,2023-10-08,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00196,-1.0,-26.0
MST_000016,COMPRA_INGRESO,2023-10-10,PROD_0005,DEP_0001,,11170.1,0.0,1.2134,13553.8,0.0,erp_recepciones_compra_det,RCD_00016,11170.1,13553.8
MST_000044,COMPRA_INGRESO,2023-10-10,PROD_0008,DEP_0001,,14721.98,0.0,0.7136,10505.6,0.0,erp_recepciones_compra_det,RCD_00044,14721.98,10505.6
MST_000043,COMPRA_INGRESO,2023-10-11,PROD_0007,DEP_0001,,30903.23,0.0,0.6538,20204.53,0.0,erp_recepciones_compra_det,RCD_00043,30903.23,20204.53
MST_000062,COMPRA_INGRESO,2023-10-11,PROD_0012,DEP_0001,,2607.22,0.0,1.2176,3174.55,0.0,erp_recepciones_compra_det,RCD_00062,2607.22,3174.55
MST_000574,MANTENIMIENTO_SALIDA,2023-10-11,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00257,-1.0,-15.0
MST_000575,MANTENIMIENTO_SALIDA,2023-10-11,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00258,-1.0,-26.0
MST_000020,COMPRA_INGRESO,2023-10-12,PROD_0012,DEP_0001,,3751.62,0.0,1.1685,4383.77,0.0,erp_recepciones_compra_det,RCD_00020,3751.62,4383.77
MST_000005,COMPRA_INGRESO,2023-10-13,PROD_0012,DEP_0001,,2673.55,0.0,1.1876,3175.11,0.0,erp_recepciones_compra_det,RCD_00005,2673.55,3175.11
MST_000048,COMPRA_INGRESO,2023-10-13,PROD_0005,DEP_0001,,9352.9,0.0,1.3854,12957.51,0.0,erp_recepciones_compra_det,RCD_00048,9352.9,12957.51
MST_000386,MANTENIMIENTO_SALIDA,2023-10-13,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00069,-1.0,-15.0
MST_000387,MANTENIMIENTO_SALIDA,2023-10-13,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00070,-1.0,-26.0
MST_000672,MANTENIMIENTO_SALIDA,2023-10-13,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00355,-1.0,-15.0
MST_000673,MANTENIMIENTO_SALIDA,2023-10-13,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00356,-1.0,-26.0
MST_000022,COMPRA_INGRESO,2023-10-15,PROD_0007,DEP_0001,,20231.48,0.0,0.6738,13631.97,0.0,erp_recepciones_compra_det,RCD_00022,20231.48,13631.97
MST_000032,COMPRA_INGRESO,2023-10-17,PROD_0005,DEP_0001,,14715.83,0.0,1.3089,19261.55,0.0,erp_recepciones_compra_det,RCD_00032,14715.83,19261.55
MST_000053,COMPRA_INGRESO,2023-10-17,PROD_0005,DEP_0001,,7534.14,0.0,1.2675,9549.52,0.0,erp_recepciones_compra_det,RCD_00053,7534.14,9549.52
MST_000628,MANTENIMIENTO_SALIDA,2023-10-17,PROD_0014,DEP_0004,,0.0,1.0,42.0,0.0,42.0,mnt_ordenes_trabajo_det,MOTD_00311,-1.0,-42.0
MST_000629,MANTENIMIENTO_SALIDA,2023-10-17,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00312,-1.0,-26.0
MST_000052,COMPRA_INGRESO,2023-10-23,PROD_0012,DEP_0001,,2912.15,0.0,1.1773,3428.47,0.0,erp_recepciones_compra_det,RCD_00052,2912.15,3428.47
MST_000041,COMPRA_INGRESO,2023-10-25,PROD_0012,DEP_0001,,2777.39,0.0,1.2535,3481.46,0.0,erp_recepciones_compra_det,RCD_00041,2777.39,3481.46
MST_000011,COMPRA_INGRESO,2023-10-26,PROD_0005,DEP_0001,,7067.26,0.0,1.3516,9552.11,0.0,erp_recepciones_compra_det,RCD_00011,7067.26,9552.11
MST_000015,COMPRA_INGRESO,2023-10-26,PROD_0012,DEP_0001,,1800.85,0.0,1.2097,2178.49,0.0,erp_recepciones_compra_det,RCD_00015,1800.85,2178.49
MST_000037,COMPRA_INGRESO,2023-10-26,PROD_0005,DEP_0001,,10221.54,0.0,1.2441,12716.62,0.0,erp_recepciones_compra_det,RCD_00037,10221.54,12716.62
MST_000057,COMPRA_INGRESO,2023-10-27,PROD_0012,DEP_0001,,1786.15,0.0,1.2409,2216.43,0.0,erp_recepciones_compra_det,RCD_00057,1786.15,2216.43
MST_000023,COMPRA_INGRESO,2023-11-01,PROD_0008,DEP_0001,,9996.82,0.0,0.7052,7049.76,0.0,erp_recepciones_compra_det,RCD_00023,9996.82,7049.76
MST_000036,COMPRA_INGRESO,2023-11-01,PROD_0012,DEP_0001,,4840.83,0.0,1.2622,6110.1,0.0,erp_recepciones_compra_det,RCD_00036,4840.83,6110.1
MST_000576,MANTENIMIENTO_SALIDA,2023-11-02,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00259,-1.0,-15.0
MST_000577,MANTENIMIENTO_SALIDA,2023-11-02,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00260,-1.0,-26.0
MST_000452,MANTENIMIENTO_SALIDA,2023-11-03,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00135,-1.0,-15.0
MST_000453,MANTENIMIENTO_SALIDA,2023-11-03,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00136,-1.0,-26.0
MST_000388,MANTENIMIENTO_SALIDA,2023-11-04,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00071,-1.0,-15.0
MST_000389,MANTENIMIENTO_SALIDA,2023-11-04,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00072,-1.0,-26.0
MST_000186,CONSUMO_INSUMO,2023-11-05,PROD_0005,DEP_0001,,0.0,6951.0,1.2829,0.0,8917.44,erp_consumo_insumos,CONS_00043,-6951.0,-8917.44
MST_000674,MANTENIMIENTO_SALIDA,2023-11-06,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00357,-1.0,-15.0
MST_000675,MANTENIMIENTO_SALIDA,2023-11-06,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00358,-1.0,-26.0
MST_000736,MANTENIMIENTO_SALIDA,2023-11-07,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00419,-1.0,-15.0
MST_000737,MANTENIMIENTO_SALIDA,2023-11-07,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00420,-1.0,-26.0
MST_000045,COMPRA_INGRESO,2023-11-09,PROD_0009,DEP_0001,,362.54,0.0,6.9007,2501.78,0.0,erp_recepciones_compra_det,RCD_00045,362.54,2501.78
MST_000059,COMPRA_INGRESO,2023-11-09,PROD_0008,DEP_0001,,8175.59,0.0,0.7848,6416.2,0.0,erp_recepciones_compra_det,RCD_00059,8175.59,6416.2
MST_000144,CONSUMO_INSUMO,2023-11-09,PROD_0005,DEP_0001,,0.0,9254.0,1.2829,0.0,11871.96,erp_consumo_insumos,CONS_00001,-9254.0,-11871.96
MST_000156,CONSUMO_INSUMO,2023-11-09,PROD_0005,DEP_0001,,0.0,10787.0,1.2829,0.0,13838.64,erp_consumo_insumos,CONS_00013,-10787.0,-13838.64
MST_000566,MANTENIMIENTO_SALIDA,2023-11-09,PROD_0014,DEP_0004,,0.0,2.0,42.0,0.0,84.0,mnt_ordenes_trabajo_det,MOTD_00249,-2.0,-84.0
MST_000567,MANTENIMIENTO_SALIDA,2023-11-09,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00250,-1.0,-26.0
MST_000161,CONSUMO_INSUMO,2023-11-10,PROD_0007,DEP_0001,,0.0,18792.0,0.6409,0.0,12043.79,erp_consumo_insumos,CONS_00018,-18792.0,-12043.79
MST_000162,CONSUMO_INSUMO,2023-11-10,PROD_0008,DEP_0001,,0.0,9396.0,0.7695,0.0,7230.22,erp_consumo_insumos,CONS_00019,-9396.0,-7230.22
MST_000182,CONSUMO_INSUMO,2023-11-10,PROD_0005,DEP_0001,,0.0,8799.0,1.2829,0.0,11288.24,erp_consumo_insumos,CONS_00039,-8799.0,-11288.24
MST_000634,MANTENIMIENTO_SALIDA,2023-11-10,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00317,-1.0,-15.0
MST_000635,MANTENIMIENTO_SALIDA,2023-11-10,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00318,-1.0,-26.0
MST_000002,COMPRA_INGRESO,2023-11-11,PROD_0008,DEP_0001,,7744.36,0.0,0.7134,5524.83,0.0,erp_recepciones_compra_det,RCD_00002,7744.36,5524.83
MST_000012,COMPRA_INGRESO,2023-11-11,PROD_0008,DEP_0001,,5616.97,0.0,0.7149,4015.57,0.0,erp_recepciones_compra_det,RCD_00012,5616.97,4015.57
MST_000152,CONSUMO_INSUMO,2023-11-11,PROD_0005,DEP_0001,,0.0,6664.0,1.2829,0.0,8549.25,erp_consumo_insumos,CONS_00009,-6664.0,-8549.25
MST_000514,MANTENIMIENTO_SALIDA,2023-11-11,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00197,-1.0,-15.0
MST_000515,MANTENIMIENTO_SALIDA,2023-11-11,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00198,-1.0,-26.0
MST_000178,CONSUMO_INSUMO,2023-11-13,PROD_0007,DEP_0001,,0.0,28494.0,0.6409,0.0,18261.8,erp_consumo_insumos,CONS_00035,-28494.0,-18261.8
MST_000179,CONSUMO_INSUMO,2023-11-13,PROD_0008,DEP_0001,,0.0,14247.0,0.7695,0.0,10963.07,erp_consumo_insumos,CONS_00036,-14247.0,-10963.07
MST_000054,COMPRA_INGRESO,2023-11-14,PROD_0008,DEP_0001,,6030.78,0.0,0.8227,4961.52,0.0,erp_recepciones_compra_det,RCD_00054,6030.78,4961.52
MST_000326,MANTENIMIENTO_SALIDA,2023-11-14,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00009,-1.0,-15.0
MST_000327,MANTENIMIENTO_SALIDA,2023-11-14,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00010,-1.0,-26.0
MST_000038,COMPRA_INGRESO,2023-11-15,PROD_0008,DEP_0001,,7863.4,0.0,0.7554,5940.01,0.0,erp_recepciones_compra_det,RCD_00038,7863.4,5940.01
MST_000173,CONSUMO_INSUMO,2023-11-17,PROD_0005,DEP_0001,,0.0,9688.0,1.2829,0.0,12428.74,erp_consumo_insumos,CONS_00030,-9688.0,-12428.74
MST_000024,COMPRA_INGRESO,2023-11-18,PROD_0009,DEP_0001,,227.15,0.0,6.7298,1528.67,0.0,erp_recepciones_compra_det,RCD_00024,227.15,1528.67
MST_000792,MANTENIMIENTO_SALIDA,2023-11-19,PROD_0014,DEP_0004,,0.0,1.0,42.0,0.0,42.0,mnt_ordenes_trabajo_det,MOTD_00475,-1.0,-42.0
MST_000793,MANTENIMIENTO_SALIDA,2023-11-19,PROD_0015,DEP_0004,,0.0,2.0,26.0,0.0,52.0,mnt_ordenes_trabajo_det,MOTD_00476,-2.0,-52.0
MST_000017,COMPRA_INGRESO,2023-11-21,PROD_0008,DEP_0001,,9031.47,0.0,0.7761,7009.32,0.0,erp_recepciones_compra_det,RCD_00017,9031.47,7009.32
